id,nombre,prefijo,genes,descendientes
EFO_0004270,restless legs syndrome,EFO,504,0
EFO_0004273,scoliosis,EFO,1866,6
EFO_0004274,gout,EFO,918,1
EFO_0004276,Stevens-Johnson syndrome,EFO,169,0
EFO_0004277,brain infarction,EFO,1683,9
EFO_0004278,sudden cardiac arrest,EFO,362,0
EFO_0004280,movement disorder,EFO,8839,334
EFO_0004281,testicular neoplasm,EFO,144,5
EFO_0004282,thoracic aortic aneurysm,EFO,421,1
EFO_0004283,goiter,EFO,2200,12
EFO_0004284,upper aerodigestive tract neoplasm,EFO,88,0
EFO_0004286,venous thromboembolism,EFO,1409,0
EFO_0004287,ventricular fibrillation,EFO,555,2
EFO_0004288,colonic neoplasm,EFO,6702,72
EFO_0004289,lymphoid leukemia,EFO,7326,28
EFO_0004315,drinking behavior,EFO,596,2
EFO_0004317,extraversion,EFO,6,0
EFO_0004318,smoking behavior,EFO,474,0
EFO_0004319,smoking cessation,EFO,385,0
EFO_0004320,suicidal ideation,EFO,33,0
EFO_0004321,attempted suicide,EFO,24,0
EFO_0004323,mental process,EFO,3674,20
EFO_0004329,alcohol drinking,EFO,582,0
EFO_0004330,coffee consumption,EFO,14,0
EFO_0004333,episodic memory,EFO,11,0
EFO_0004334,intuition,EFO,0,0
EFO_0004335,short-term memory,EFO,54,0
EFO_0004336,speech perception,EFO,0,1
EFO_0004337,intelligence,EFO,933,0
EFO_0004347,addictive behaviour,EFO,32,0
EFO_0004350,reasoning,EFO,2,0
EFO_0004362,psychomotor performance,EFO,2,0
EFO_0004363,information processing speed,EFO,33,0
EFO_0004537,neonatal systemic lupus erythematosus,EFO,99,0
EFO_0004540,chronic fatigue syndrome,EFO,523,0
EFO_0004562,cryptorchidism,EFO,740,0
EFO_0004593,gestational diabetes,EFO,2748,0
EFO_0004594,childhood eosinophilic esophagitis,EFO,0,0
EFO_0004596,diabetes mellitus type 2 associated cataract,EFO,3,0
EFO_0004599,acute graft vs. host disease,EFO,93,0
EFO_0004606,gallbladder neoplasm,EFO,1914,25
EFO_0004607,duodenal ulcer,EFO,495,0
EFO_0004608,cystic fibrosis associated meconium ileus,EFO,6,0
EFO_0004609,treatment refractory schizophrenia,EFO,0,0
EFO_0004610,acute lung injury,EFO,2599,0
EFO_0004616,"osteoarthritis, knee",EFO,1578,0
EFO_0004645,response to vaccine,EFO,129,1
EFO_0004653,response to TNF antagonist,EFO,9,0
EFO_0004683,wet macular degeneration,EFO,553,0
EFO_0004686,non-compaction cardiomyopathy,EFO,50,0
EFO_0004698,insomnia,EFO,1971,1
EFO_0004699,gambling behaviour,EFO,61,0
EFO_0004701,methamphetamine dependence,EFO,146,0
EFO_0004705,hypothyroidism,EFO,2522,27
EFO_0004707,infantile hypertrophic pyloric stenosis,EFO,154,4
EFO_0004708,nodular sclerosis Hodgkin lymphoma,EFO,252,0
EFO_0004710,pelvic organ prolapse,EFO,555,1
EFO_0004711,elephantiasis,EFO,106,2
EFO_0004712,podoconiosis,EFO,36,0
EFO_0004715,MRI defined brain infarct,EFO,0,0
EFO_0004718,vascular dementia,EFO,800,1
EFO_0004719,pemphigus vulgaris,EFO,531,1
EFO_0004720,prion disease,EFO,1651,13
EFO_0004772,early onset hypertension,EFO,12,0
EFO_0004775,toxic epidermal necrolysis,EFO,323,1
EFO_0004776,alcohol and nicotine codependence,EFO,0,0
EFO_0004777,alcohol withdrawal,EFO,127,1
EFO_0004795,skin sensitivity to sun,EFO,32,0
EFO_0004799,cholelithiasis,EFO,881,0
EFO_0004823,perception of facial expression,EFO,0,0
EFO_0004826,anti-neutrophil antibody associated vasculitis,EFO,28,0
EFO_0004875,mathematical ability,EFO,1567,0
EFO_0004881,asparaginase hypersensitivity,EFO,3,0
EFO_0004889,postoperative ventricular dysfunction,EFO,0,0
EFO_0004893,testicular dysgenesis syndrome,EFO,29,0
EFO_0004895,Tourette syndrome,EFO,804,0
EFO_0004906,lymph node metastatic carcinoma,EFO,5619,0
EFO_0004911,familial hypercholesterolemia,EFO,1134,5
EFO_0004986,embryonal carcinoma,EFO,1635,7
EFO_0004991,Myasthenia gravis,EFO,898,3
EFO_0004992,Otitis media,EFO,797,15
EFO_0004994,lumbar disc degeneration,EFO,1582,1
EFO_0004996,type 1 diabetes nephropathy,EFO,219,0
EFO_0004997,type 2 diabetes nephropathy,EFO,350,0
EFO_0005039,hippocampal atrophy,EFO,233,0
EFO_0005044,Leishmaniasis,EFO,2520,4
EFO_0005045,visceral Leishmaniasis,EFO,1869,0
EFO_0005046,cutaneous Leishmaniasis,EFO,552,1
EFO_0005088,testicular carcinoma,EFO,852,21
EFO_0005109,energy expenditure,EFO,1,0
EFO_0005129,hepatitis C induced liver cirrhosis,EFO,0,0
EFO_0005137,conduction system disorder,EFO,847,10
EFO_0005138,acquired long QT syndrome,EFO,331,0
EFO_0005140,autoimmune disease,EFO,12310,157
EFO_0005203,eating disorder,EFO,988,4
EFO_0005204,bulimia nervosa,EFO,227,0
EFO_0005207,congenital heart disease,EFO,4825,115
EFO_0005220,pulmonary neuroendocrine tumor,EFO,4600,6
EFO_0005221,cholangiocarcinoma,EFO,4845,4
EFO_0005222,avian influenza,EFO,223,0
EFO_0005223,acute stress reaction,EFO,46,0
EFO_0005224,Q fever,EFO,243,0
EFO_0005225,human african trypanosomiasis,EFO,894,0
EFO_0005226,swine influenza,EFO,430,1
EFO_0005229,reading,EFO,1568,3
EFO_0005232,endometrium adenocarcinoma,EFO,1690,6
EFO_0005235,primitive neuroectodermal tumor,EFO,7471,31
EFO_0005239,aortic valve calcification,EFO,361,0
EFO_0005240,rhegmatogenous retinal detachment,EFO,123,1
EFO_0005242,methamphetamine-induced psychosis,EFO,2,0
EFO_0005246,hypersomnia,EFO,194,2
EFO_0005250,occupation-related stress disorder,EFO,0,0
EFO_0005251,hypotension,EFO,492,5
EFO_0005252,orthostatic hypotension,EFO,343,0
EFO_0005253,postprandial hypotension,EFO,2,0
EFO_0005254,neurally mediated hypotension,EFO,0,0
EFO_0005269,congenital heart malformation,EFO,2304,55
EFO_0005279,temporomandibular joint disorder,EFO,303,0
EFO_0005287,reticulum cell sarcoma,EFO,518,0
EFO_0005288,non-small cell lung adenocarcinoma,EFO,167,0
EFO_0005297,Granulomatosis with Polyangiitis,EFO,679,1
EFO_0005299,non-word reading,EFO,0,0
EFO_0005300,word reading,EFO,0,0
EFO_0005301,reading and spelling ability,EFO,1,0
EFO_0005303,sudden infant death syndrome,EFO,486,1
EFO_0005304,atrial conduction disease,EFO,539,0
EFO_0005305,atrioventricular node disease,EFO,19,0
EFO_0005306,ventricular tachycardia,EFO,897,7
EFO_0005307,torsades de pointes,EFO,89,0
EFO_0005308,atrial tachycardia,EFO,675,1
EFO_0005319,contact dermatitis,EFO,709,8
EFO_0005320,contact dermatitis due to nickel,EFO,0,0
EFO_0005321,molar-incisor hypomineralization,EFO,66,0
EFO_0005325,response to angiotensin-converting enzyme inhibitor,EFO,14,0
EFO_0005400,chemotherapy-induced alopecia,EFO,3,0
EFO_0005401,response to high sodium diet,EFO,4,0
EFO_0005402,response to low sodium diet,EFO,4,0
EFO_0005403,response to dietary potassium supplementation,EFO,4,0
EFO_0005404,response to cold pressor test,EFO,2,0
EFO_0005405,response to antihypertensive drug,EFO,441,0
EFO_0005406,colorectal adenoma,EFO,1836,15
EFO_0005407,psychosis,EFO,6993,11
EFO_0005410,tooth agenesis,EFO,364,6
EFO_0005411,schizoaffective disorder,EFO,327,1
EFO_0005422,skin aging,EFO,368,0
EFO_0005423,adolescent idiopathic scoliosis,EFO,1176,0
EFO_0005424,dyslexia,EFO,311,0
EFO_0005425,language impairment,EFO,282,1
EFO_0005430,nicotine use,EFO,2,0
EFO_0005524,large artery stroke,EFO,160,0
EFO_0005529,Chagas cardiomyopathy,EFO,142,0
EFO_0005531,urticaria,EFO,1486,25
EFO_0005532,angioedema,EFO,694,7
EFO_0005533,response to non-steroidal anti-inflammatory,EFO,1,2
EFO_0005534,delayed encephalopathy after acute carbon monoxide poisoning,EFO,0,0
EFO_0005537,triple-negative breast cancer,EFO,7254,1
EFO_0005539,adrenal gland disease,EFO,5906,94
EFO_0005540,bile duct carcinoma,EFO,5142,30
EFO_0005541,bone development disease,EFO,6947,507
EFO_0005542,botulism,EFO,101,5
EFO_0005543,glioma,EFO,12571,124
EFO_0005545,congenital disorder of glycosylation type I,EFO,399,25
EFO_0005546,congenital disorder of glycosylation type II,EFO,759,22
EFO_0005547,dengue disease,EFO,2109,1
EFO_0005548,developmental disorder of mental health,EFO,7950,341
EFO_0005549,diphtheria,EFO,303,4
EFO_0005551,dysembryoplastic neuroepithelial tumor,EFO,67,0
EFO_0005553,eccrine sweat gland cancer,EFO,485,5
EFO_0005555,gamma chain deficiency,EFO,759,0
EFO_0005556,Gilbert syndrome,EFO,192,0
EFO_0005557,gum cancer,EFO,34,0
EFO_0005560,hereditary multiple exostoses,EFO,58,0
EFO_0005561,histiocytoma,EFO,1332,7
EFO_0005562,hydronephrosis,EFO,669,1
EFO_0005565,janus kinase-3 deficiency,EFO,1,0
EFO_0005567,malignant peritoneal mesothelioma,EFO,131,0
EFO_0005568,methylmalonic aciduria and homocystinuria type cblE,EFO,2,0
EFO_0005569,microphthalmia,EFO,1297,33
EFO_0005570,oral cavity cancer,EFO,6022,51
EFO_0005571,osteochondrodysplasia,EFO,4711,202
EFO_0005576,pernicious anemia,EFO,507,0
EFO_0005577,pharynx cancer,EFO,5382,20
EFO_0005578,pituitary cancer,EFO,1340,5
EFO_0005579,pseudohermaphroditism,EFO,707,1
EFO_0005580,red color blindness,EFO,98,0
EFO_0005581,red-green color blindness,EFO,506,0
EFO_0005582,renal pelvis carcinoma,EFO,107,7
EFO_0005583,rickets,EFO,962,16
EFO_0005584,seborrheic keratosis,EFO,242,5
EFO_0005585,shigellosis,EFO,253,0
EFO_0005588,small intestine carcinoma,EFO,1064,12
EFO_0005590,steroid inherited metabolic disorder,EFO,1454,22
EFO_0005591,sweat gland carcinoma,EFO,586,11
EFO_0005592,T-cell leukemia,EFO,2472,7
EFO_0005593,tetanus,EFO,479,0
EFO_0005595,toxic encephalopathy,EFO,78,1
EFO_0005596,vitamin metabolic disorder,EFO,1638,53
EFO_0005597,methylmalonic aciduria and homocystinuria type cblG,EFO,2,0
EFO_0005611,opioid dependence,EFO,778,2
EFO_0005612,morphine dependence,EFO,368,0
EFO_0005622,Crohn's colitis,EFO,150,0
EFO_0005623,distal colitis,EFO,43,0
EFO_0005624,ileocolitis,EFO,60,0
EFO_0005625,oral Crohn's disease,EFO,0,0
EFO_0005626,pancolitis,EFO,102,0
EFO_0005627,perianal Crohn's disease,EFO,13,0
EFO_0005628,proctitis,EFO,135,2
EFO_0005629,small bowel Crohn's disease,EFO,433,5
EFO_0005631,rectal adenocarcinoma,EFO,2059,8
EFO_0005649,spondylolysis,EFO,40,0
EFO_0005657,response to protease inhibitor,EFO,0,1
EFO_0005658,response to selective serotonin reuptake inhibitor,EFO,62,1
EFO_0005669,intracerebral hemorrhage,EFO,1130,3
EFO_0005670,smoking initiation,EFO,2435,0
EFO_0005672,acute coronary syndrome,EFO,1221,0
EFO_0005676,Autoimmune Hepatitis,EFO,1393,0
EFO_0005678,hippocampal sclerosis of aging,EFO,3,0
EFO_0005681,Staphylococcus aureus infection,EFO,1019,11
EFO_0005686,receptive language perception,EFO,1,0
EFO_0005687,fibromyalgia,EFO,969,0
EFO_0005690,musical aptitude,EFO,0,0
EFO_0005699,desmoplastic medulloblastoma,EFO,11,0
EFO_0005701,malignant rhabdoid tumour,EFO,602,5
EFO_0005708,renal cell adenocarcinoma,EFO,5473,14
EFO_0005716,retinal cancer,EFO,1884,8
EFO_0005717,retinoblastoma (nonhereditary),EFO,2,0
EFO_0005741,infectious disease,EFO,14934,876
EFO_0005751,eye allergy,EFO,346,2
EFO_0005753,ocular vascular disease,EFO,4088,47
EFO_0005754,parathyroid disease,EFO,2134,48
EFO_0005755,rheumatic disease,EFO,9821,213
EFO_0005758,cycloplegia,EFO,0,0
EFO_0005761,lupus nephritis,EFO,1530,0
EFO_0005769,calcium metabolic disease,EFO,616,17
EFO_0005771,ovarian disease,EFO,12413,193
EFO_0005772,neurodegenerative disease,EFO,16684,884
EFO_0005773,retinal detachment,EFO,602,3
EFO_0005774,brain disease,EFO,17862,1356
EFO_0005775,aortic disease,EFO,3027,34
EFO_0005782,age-related hearing impairment,EFO,451,0
EFO_0005783,NUT midline carcinoma,EFO,391,0
EFO_0005784,embryonal neoplasm,EFO,8312,80
EFO_0005785,blastoma,EFO,643,5
EFO_0005799,neonatal abstinence syndrome,EFO,377,0
EFO_0005800,substance withdrawal syndrome,EFO,563,3
EFO_0005801,cholesterol embolism,EFO,10,1
EFO_0005802,cartilage disease,EFO,335,7
EFO_0005803,hematologic disease,EFO,16312,1095
EFO_0005804,polycythemia,EFO,1515,16
EFO_0005805,polycythemia due to hypoxia,EFO,0,0
EFO_0005809,type II hypersensitivity reaction disease,EFO,11062,160
EFO_0005815,tauopathy,EFO,11621,14
EFO_0005840,Pyruvate kinase hyperactivity,EFO,461,0
EFO_0005844,response to dietary antigen,EFO,0,1
EFO_0005846,cryoglobulinemia,EFO,174,0
EFO_0005854,allergic rhinitis,EFO,3508,3
EFO_0005855,narcolepsy without cataplexy,EFO,18,0
EFO_0005856,arthritis,EFO,7197,47
EFO_0005879,cholesterol homeostasis,EFO,0,0
EFO_0005880,lipid homeostasis,EFO,0,2
EFO_0005881,triglyceride homeostasis,EFO,0,0
EFO_0005882,iron ion homeostasis,EFO,1,0
EFO_0005895,ossification of the posterior longitudinal ligament of the spine,EFO,355,0
EFO_0005917,generalised epilepsy,EFO,510,4
EFO_0005922,esophageal squamous cell carcinoma,EFO,6498,4
EFO_0005923,AVL induced bursal lymphoma,EFO,0,0
EFO_0005924,binge eating,EFO,111,0
EFO_0005932,animal disease,EFO,3847,60
EFO_0005938,congenital left-sided heart lesions,EFO,315,3
EFO_0005942,chemotherapy-induced hypertension,EFO,0,0
EFO_0005943,response to bevacizumab,EFO,0,1
EFO_0005944,cumulative dose response to bevacizumab,EFO,0,0
EFO_0005950,head and neck neoplasia,EFO,11426,374
EFO_0005952,non-Hodgkins lymphoma,EFO,9452,92
EFO_0006315,thiopurine immunosuppressant-induced pancreatitis,EFO,0,0
EFO_0006316,infant expressive language ability,EFO,1,0
EFO_0006318,breast ductal adenocarcinoma,EFO,3797,11
EFO_0006325,response to serotonin-norephinephrine reuptake inhibitor,EFO,1,0
EFO_0006327,response to sertraline,EFO,0,0
EFO_0006338,pit and fissure surface dental caries,EFO,2,0
EFO_0006339,smooth surface dental caries,EFO,0,0
EFO_0006342,aggressive periodontitis,EFO,179,0
EFO_0006343,chronic periodontitis,EFO,991,2
EFO_0006344,medication adherence behavior,EFO,1,0
EFO_0006346,severe cutaneous adverse reaction,EFO,324,2
EFO_0006352,laryngeal squamous cell carcinoma,EFO,2306,5
EFO_0006387,cystadenocarcinoma,EFO,1209,15
EFO_0006388,cystic renal cell carcinoma,EFO,35,0
EFO_0006391,dopaminergic neuroblastoma,EFO,49,0
EFO_0006452,malignant epithelioid mesothelioma,EFO,383,1
EFO_0006460,ovarian adenocarcinoma,EFO,3233,15
EFO_0006461,ovarian granulosa tumour,EFO,2,0
EFO_0006462,ovarian mucinous adenocarcinoma,EFO,541,1
EFO_0006463,ovarian teratoma,EFO,203,9
EFO_0006471,pancreatic tubular adenocarcinoma,EFO,2,0
EFO_0006475,plasma cell leukemia,EFO,204,0
EFO_0006497,transitional cell papilloma,EFO,102,11
EFO_0006500,tubular adenocarcinoma,EFO,3774,8
EFO_0006505,chronic bronchitis,EFO,476,0
EFO_0006509,Varicella Zoster infection,EFO,609,8
EFO_0006510,Herpes Zoster,EFO,487,3
EFO_0006511,Kashin-Beck disease,EFO,150,0
EFO_0006513,hereditary hemochromatosis type 1,EFO,95,0
EFO_0006544,bladder transitional cell carcinoma,EFO,4345,8
EFO_0006545,brain glioblastoma,EFO,1136,2
EFO_0006566,dysplastic oral keratinocyte,EFO,316,0
EFO_0006718,ovarian leiomyosarcoma,EFO,23,0
EFO_0006719,mesonephric adenocarcinoma,EFO,37,1
EFO_0006732,pancreatic adenosquamous carcinoma,EFO,35,1
EFO_0006738,plasmacytoma,EFO,727,0
EFO_0006740,pulmonary mucoepidermoid carcinoma,EFO,93,1
EFO_0006772,undifferentiated carcinoma,EFO,1663,15
EFO_0006788,anxiety disorder,EFO,3230,21
EFO_0006789,typhoid fever,EFO,265,0
EFO_0006790,cerebral amyloid angiopathy,EFO,1161,10
EFO_0006791,vascular brain injury,EFO,22,0
EFO_0006792,Lewy body dementia,EFO,1258,0
EFO_0006802,response to red blood cell transfusion,EFO,2,0
EFO_0006803,vasculitis,EFO,3505,37
EFO_0006804,alloimmunization,EFO,25,1
EFO_0006812,autoimmune thyroid disease,EFO,2537,7
EFO_0006813,atrophic thyroiditis,EFO,8,0
EFO_0006819,mild disease course,EFO,56,0
EFO_0006820,complicated disease course,EFO,170,0
EFO_0006857,cerebral malaria,EFO,651,0
EFO_0006858,epithelial neoplasm,EFO,19808,1101
EFO_0006859,head and neck malignant neoplasia,EFO,10995,205
EFO_0006861,male breast carcinoma,EFO,224,0
EFO_0006862,Meniere disease,EFO,284,0
EFO_0006890,fibrosis,EFO,6734,24
EFO_0006891,breast adenosis,EFO,145,1
EFO_0006893,proliferative inflammatory atrophy,EFO,15,0
EFO_0006993,response to mineral dust exposure,EFO,3,0
EFO_0006995,response to diisocyanate,EFO,11,0
EFO_0006997,response to cold medicine,EFO,3,0
EFO_0007043,response to transplant,EFO,5,2
EFO_0007044,response to allogeneic hematopoietic stem cell transplant,EFO,5,0
EFO_0007046,executive function,EFO,1,0
EFO_0007126,Acanthamoeba keratitis,EFO,469,0
EFO_0007127,actinobacillosis,EFO,8,0
EFO_0007128,actinomycosis,EFO,42,2
EFO_0007129,acute chest syndrome,EFO,94,0
EFO_0007130,acute disseminated encephalomyelitis,EFO,235,1
EFO_0007131,acute hemorrhagic conjunctivitis,EFO,2,0
EFO_0007132,acute hemorrhagic leukoencephalitis,EFO,106,0
EFO_0007133,adenomyoma,EFO,58,4
EFO_0007134,adenosarcoma,EFO,216,6
EFO_0007135,adult-onset Still's disease,EFO,489,0
EFO_0007136,agnosia,EFO,116,5
EFO_0007137,AIDS related complex,EFO,83,0
EFO_0007138,akinetic mutism,EFO,2,0
EFO_0007139,aleutian mink disease,EFO,32,0
EFO_0007140,allergic bronchopulmonary aspergillosis,EFO,243,1
EFO_0007141,allergic conjunctivitis,EFO,346,0
EFO_0007142,Alphavirus infectious disease,EFO,229,2
EFO_0007143,alveolar soft part sarcoma,EFO,311,2
EFO_0007144,amebiasis,EFO,481,2
EFO_0007145,ancylostomiasis,EFO,7,0
EFO_0007146,anisakiasis,EFO,34,0
EFO_0007147,anogenital venereal wart,EFO,216,2
EFO_0007148,aortic valve insufficiency,EFO,164,0
EFO_0007149,appendicitis,EFO,534,2
EFO_0007150,Arenaviridae infectious disease,EFO,165,3
EFO_0007151,Arenavirus hemorrhagic fever,EFO,112,1
EFO_0007152,Arterivirus infectious disease,EFO,12,0
EFO_0007153,asbestosis,EFO,242,0
EFO_0007154,ascariasis,EFO,54,0
EFO_0007155,ascaridiasis,EFO,2,0
EFO_0007156,Ascaridida infectious disease,EFO,128,5
EFO_0007157,aspergillosis,EFO,526,4
EFO_0007158,Astroviridae infectious disease,EFO,2,0
EFO_0007159,atrophic rhinitis,EFO,50,0
EFO_0007160,autoimmune thrombocytopenic purpura,EFO,1428,0
EFO_0007161,Avulavirus infectious disease,EFO,0,0
EFO_0007162,babesiosis,EFO,271,0
EFO_0007163,balantidiasis,EFO,1,0
EFO_0007164,Balkan nephropathy,EFO,388,0
EFO_0007165,Barre-Lieou syndrome,EFO,0,0
EFO_0007166,bartonellosis,EFO,78,2
EFO_0007167,Bell's palsy,EFO,126,1
EFO_0007168,berylliosis,EFO,119,0
EFO_0007169,biliary dyskinesia,EFO,13,0
EFO_0007170,bird fancier's lung,EFO,0,0
EFO_0007171,black piedra,EFO,0,0
EFO_0007172,blackwater fever,EFO,3,0
EFO_0007173,Blastocystis hominis infectious disease,EFO,17,0
EFO_0007174,blastomycosis,EFO,57,0
EFO_0007175,blind loop syndrome,EFO,8,0
EFO_0007176,bone giant cell tumor,EFO,224,1
EFO_0007177,border disease,EFO,7,0
EFO_0007178,borna disease,EFO,19,0
EFO_0007179,boutonneuse fever,EFO,96,0
EFO_0007180,bovine respiratory disease complex,EFO,27,0
EFO_0007181,bovine virus diarrhea-mucosal disease,EFO,0,0
EFO_0007182,Brill-Zinsser disease,EFO,1,0
EFO_0007183,bronchiolitis obliterans,EFO,471,0
EFO_0007184,bronchopneumonia,EFO,272,0
EFO_0007185,brucellosis,EFO,949,0
EFO_0007186,bulbar polio,EFO,0,0
EFO_0007187,bullous pemphigoid,EFO,368,0
EFO_0007188,Bunyaviridae infectious disease,EFO,525,4
EFO_0007189,Caliciviridae infectious disease,EFO,14,0
EFO_0007190,campylobacteriosis,EFO,125,0
EFO_0007191,cannabis dependence,EFO,273,0
EFO_0007192,Caplan's syndrome,EFO,3,0
EFO_0007193,carbamoyl phosphate synthetase I deficiency disease,EFO,60,0
EFO_0007194,Cardiovirus infectious disease,EFO,8,0
EFO_0007195,cat-scratch disease,EFO,52,0
EFO_0007196,Cauda equina syndrome,EFO,29,0
EFO_0007197,cecal benign neoplasm,EFO,0,0
EFO_0007198,central nervous system AIDS arteritis,EFO,0,0
EFO_0007199,central nervous system tuberculosis,EFO,460,2
EFO_0007200,cerebral toxoplasmosis,EFO,102,0
EFO_0007201,cerebral ventricle cancer,EFO,185,6
EFO_0007202,cervical incompetence,EFO,15,0
EFO_0007203,cervicofacial actinomycosis,EFO,0,0
EFO_0007204,chickenpox,EFO,195,0
EFO_0007205,Chlamydia trachomatis infectious disease,EFO,738,3
EFO_0007206,choroid plexus cancer,EFO,69,3
EFO_0007207,chromoblastomycosis,EFO,56,0
EFO_0007208,Churg-Strauss syndrome,EFO,286,0
EFO_0007209,Ciliophora infectious disease,EFO,1,1
EFO_0007210,clonorchiasis,EFO,136,0
EFO_0007211,coccidioidomycosis,EFO,162,0
EFO_0007212,coccidiosis,EFO,1604,8
EFO_0007213,Colorado tick fever,EFO,0,0
EFO_0007214,common cold,EFO,193,0
EFO_0007215,composite lymphoma,EFO,2,0
EFO_0007216,congenital diaphragmatic hernia,EFO,477,2
EFO_0007217,congenital nystagmus,EFO,159,4
EFO_0007218,congenital rubella,EFO,2073,0
EFO_0007219,congenital syphilis,EFO,22,1
EFO_0007220,congenital toxoplasmosis,EFO,123,0
EFO_0007221,contagious pleuropneumonia,EFO,2,0
EFO_0007222,contagious pustular dermatitis,EFO,3,0
EFO_0007223,Coronaviridae infectious disease,EFO,6992,5
EFO_0007224,coronavirus infectious disease,EFO,1057,0
EFO_0007225,cowpox,EFO,19,0
EFO_0007226,coxsackievirus infectious disease,EFO,351,1
EFO_0007227,croup,EFO,20,0
EFO_0007228,cryptococcal meningitis,EFO,156,0
EFO_0007229,cryptococcosis,EFO,536,1
EFO_0007230,cyclosporiasis,EFO,10,0
EFO_0007231,cysticercosis,EFO,216,0
EFO_0007232,cystoisosporiasis,EFO,6,0
EFO_0007233,diaphragm disease,EFO,535,6
EFO_0007234,dicrocoeliasis,EFO,0,0
EFO_0007235,Dictyocaulus infectious disease,EFO,0,0
EFO_0007236,diffuse idiopathic skeletal hyperostosis,EFO,121,0
EFO_0007237,dipetalonemiasis,EFO,0,0
EFO_0007238,diphyllobothriasis,EFO,4,0
EFO_0007239,dirofilariasis,EFO,33,0
EFO_0007240,dourine,EFO,0,0
EFO_0007241,dracunculiasis,EFO,14,0
EFO_0007242,Eastern equine encephalitis,EFO,22,0
EFO_0007243,Ebola hemorrhagic fever,EFO,371,0
EFO_0007244,Ebstein anomaly,EFO,251,0
EFO_0007245,echinococcosis,EFO,307,0
EFO_0007246,echinostomiasis,EFO,1,0
EFO_0007247,echovirus infectious disease,EFO,38,0
EFO_0007248,egg allergy,EFO,50,0
EFO_0007249,emphysematous cholecystitis,EFO,1,0
EFO_0007250,encephalitozoonosis,EFO,15,0
EFO_0007251,endocardial fibroelastosis,EFO,86,0
EFO_0007252,endodermal sinus tumor,EFO,405,10
EFO_0007253,Enoplea infectious disease,EFO,42,1
EFO_0007254,enterobiasis,EFO,22,0
EFO_0007255,Enterovirus infectious disease,EFO,776,11
EFO_0007256,enzootic pneumonia of calves,EFO,0,0
EFO_0007257,eosinophilic pneumonia,EFO,241,1
EFO_0007258,ephemeral fever,EFO,4,0
EFO_0007259,epidemic pleurodynia,EFO,0,0
EFO_0007260,epidural abscess,EFO,12,0
EFO_0007261,epiglottitis,EFO,12,1
EFO_0007262,epilepsy with generalized tonic-clonic seizures,EFO,45,0
EFO_0007263,equine infectious anemia,EFO,9,0
EFO_0007264,ethmoid sinusitis,EFO,4,2
EFO_0007265,eumycotic mycetoma,EFO,92,0
EFO_0007266,eunuchism,EFO,13,0
